grupo_etario,Departamento,lugar_discrim,cantidad_asistencia,cantidad_instit,espacios_participacion,espacios_virtuales,necesidades_nocubiertas,horas_trabajadas,ingreso_total,ganancia_total,prop_tuvo_trabajo,prop_desocupados,prop_asist_institucional,prop_partip_venezuela,prop_percep_discriminado,divisivo
40-44 años,TUMBES,0.473684210526316,0.315789473684211,0.263157894736842,1,1,3,51.1052631578948,65,229.894736842105,78.9473684210526,10.5263157894737,15.7894736842105,21.0526315789474,31.5789473684211,discriminacion baja
45-49 años,AREQUIPA,0.7,0,0,1.06,1.24,2.72,58.98,379.42,238,96,2,0,28,38,discriminacion alta
45-49 años,CALLAO,0.317073170731707,0,0,1,1.14634146341463,2.95121951219512,52.0487804878049,590.609756097561,62.2439024390244,82.9268292682927,2.4390243902439,0,26.8292682926829,21.9512195121951,discriminacion alta
45-49 años,CUSCO,0.545454545454545,0.0909090909090909,0.0909090909090909,1.04545454545455,1,2.72727272727273,47.8636363636364,379.590909090909,56.3636363636364,72.7272727272727,4.54545454545455,9.09090909090909,27.2727272727273,45.4545454545455,discriminacion alta
45-49 años,LA LIBERTAD,0.442622950819672,0.0327868852459016,0.0163934426229508,1,1.19672131147541,2.72131147540984,55.9672131147541,224.44262295082,253.852459016393,83.6065573770492,8.19672131147541,1.63934426229508,32.7868852459016,29.5081967213115,discriminacion alta
45-49 años,LIMA,0.762430939226519,0.0110497237569061,0.0110497237569061,1,1.26519337016575,2.77900552486188,49.475138121547,351.779005524862,126.132596685083,78.4530386740332,9.39226519337017,1.10497237569061,30.939226519337,40.8839779005525,discriminacion alta
45-49 años,TUMBES,0.625,0.125,0.125,1,1.375,2.625,61.1875,62.5,261.4375,93.75,0,12.5,31.25,43.75,discriminacion alta
50-54 años,AREQUIPA,0.5,0,0,1.03571428571429,1.14285714285714,2.28571428571429,37.9642857142857,531.071428571429,64.2857142857143,60.7142857142857,7.14285714285714,0,25,32.1428571428572,discriminacion alta
50-54 años,CALLAO,0.333333333333333,0.0333333333333333,0.0333333333333333,1.16666666666667,1.1,2.53333333333333,53.5666666666667,474.333333333333,340,93.3333333333333,3.33333333333333,3.33333333333333,33.3333333333333,26.6666666666667,discriminacion alta
50-54 años,CUSCO,0.466666666666667,0,0,1.06666666666667,1.26666666666667,2.46666666666667,51.8666666666667,485.8,0,73.3333333333333,6.66666666666667,0,46.6666666666667,40,discriminacion alta
50-54 años,LA LIBERTAD,0.32258064516129,0,0,1.03225806451613,1.09677419354839,2.70967741935484,51.7096774193549,346.290322580645,93.2258064516129,83.8709677419355,9.67741935483871,0,29.0322580645161,19.3548387096774,discriminacion alta
50-54 años,LIMA,0.40650406504065,0.00813008130081301,0.00813008130081301,1.02439024390244,1.17073170731707,2.67479674796748,38.2764227642276,251.869918699187,142.813008130081,66.6666666666667,12.1951219512195,0.813008130081301,30.8943089430894,30.0813008130081,discriminacion alta
50-54 años,TUMBES,0.666666666666667,0,0,1,1.16666666666667,3,46,0,916.666666666667,66.6666666666667,16.6666666666667,0,66.6666666666667,33.3333333333333,discriminacion alta
55-59 años,AREQUIPA,0.363636363636364,0.0909090909090909,0.0909090909090909,1,1,2.59090909090909,20.3636363636364,536.363636363636,91.7727272727273,36.3636363636364,18.1818181818182,9.09090909090909,45.4545454545455,22.7272727272727,discriminacion alta
55-59 años,CALLAO,0.4,0.1,0.1,1,1,2.8,34.85,165.3,140,60,5,10,15,30,discriminacion alta
55-59 años,CUSCO,0,0,0,1,1,3,30,10,0,50,0,0,0,0,discriminacion baja
55-59 años,LA LIBERTAD,0.28,0,0,1,1.16,2.84,43.8,155.2,98,64,8,0,8,24,discriminacion alta
55-59 años,LIMA,0.480769230769231,0.0192307692307692,0.0192307692307692,1,1.07692307692308,2.75,31.25,283.076923076923,250.557692307692,53.8461538461539,7.69230769230769,1.92307692307692,28.8461538461538,30.7692307692308,discriminacion alta
55-59 años,TUMBES,0.2,0.2,0.2,1,1,3,38.4,9,180,80,0,20,40,20,discriminacion baja
60-64 años,AREQUIPA,0.5,0,0,1,1,2.66666666666667,16,99.1666666666667,95,33.3333333333333,0,0,8.33333333333333,25,discriminacion alta
60-64 años,CALLAO,0.266666666666667,0,0,1,1.06666666666667,2.86666666666667,17.7333333333333,113.333333333333,246.666666666667,26.6666666666667,6.66666666666667,0,26.6666666666667,20,discriminacion alta
60-64 años,CUSCO,0,0.25,0.25,1,1,3,36,445,0,50,0,25,25,0,discriminacion baja
60-64 años,LA LIBERTAD,0.25,0.0833333333333333,0.0833333333333333,1.16666666666667,1,2.66666666666667,31.8333333333333,199.166666666667,175,75,0,8.33333333333333,25,16.6666666666667,discriminacion alta
60-64 años,LIMA,0.4,0,0,1,1.05714285714286,2.31428571428571,22.6285714285714,129.714285714286,235.714285714286,37.1428571428572,14.2857142857143,0,42.8571428571429,28.5714285714286,discriminacion alta
60-64 años,TUMBES,0,0,0,1,1,3,0,0,0,0,0,0,0,0,discriminacion baja
65-69 años,AREQUIPA,0.333333333333333,0.111111111111111,0.111111111111111,1,1,2.77777777777778,22.8888888888889,131.111111111111,188.888888888889,55.5555555555556,11.1111111111111,11.1111111111111,44.4444444444444,22.2222222222222,discriminacion alta
65-69 años,CALLAO,0,0,0,1,1.16666666666667,2.66666666666667,30.8333333333333,150.833333333333,216.666666666667,50,0,0,50,0,discriminacion baja
65-69 años,CUSCO,0,0,0,1,1,3,72,120,0,100,0,0,0,0,discriminacion baja
65-69 años,LA LIBERTAD,0,0,0,1,1.33333333333333,2.33333333333333,34.3333333333333,83.3333333333333,600,66.6666666666667,33.3333333333333,0,33.3333333333333,0,discriminacion alta
65-69 años,LIMA,0.423076923076923,0,0,1,1.03846153846154,2.84615384615385,25.4230769230769,55.5769230769231,145.5,42.3076923076923,3.84615384615385,0,30.7692307692308,30.7692307692308,discriminacion alta
65-69 años,TUMBES,1,0,0,1,1,3,13,32.5,0,50,0,0,50,50,discriminacion alta
70-74 años,AREQUIPA,0,0,0,1,1,3,0,0,0,0,0,0,0,0,discriminacion baja
70-74 años,CALLAO,0,0,0,1,1,2.25,15.5,12.5,62.5,50,0,0,0,0,discriminacion baja
70-74 años,CUSCO,0,0,0,1,1,1,0,0,0,0,0,0,0,0,discriminacion baja
70-74 años,LA LIBERTAD,0,0,0,1,1,1.66666666666667,0,0,0,0,0,0,33.3333333333333,0,discriminacion baja
70-74 años,LIMA,0.2,0.4,0.4,1,1,3,12,120,0,20,20,40,20,20,discriminacion baja
70-74 años,TUMBES,0,0,0,1,1,3,0,0,0,0,0,0,0,0,discriminacion baja
75-79 años,AREQUIPA,0,0,0,1,1,2.33333333333333,16,0,266.666666666667,33.3333333333333,0,0,33.3333333333333,0,discriminacion baja
75-79 años,CALLAO,0,0,0,1,1,3,0,0,0,0,0,0,0,0,discriminacion baja
75-79 años,CUSCO,0,0,0,1,1,1,0,0,0,0,0,0,0,0,discriminacion baja
75-79 años,LIMA,0,0,0,1,1,3,0,0,0,0,20,0,60,0,discriminacion baja
75-79 años,TUMBES,0,0.5,0.5,1,1,3,9,5,0,0,0,50,0,0,discriminacion baja
80-84 años,AREQUIPA,0,0,0,1,1,2.33333333333333,0,0,0,0,0,0,100,0,discriminacion baja
80-84 años,LA LIBERTAD,0,0,0,1,1,3,0,0,0,0,0,0,100,0,discriminacion baja
80-84 años,LIMA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,discriminacion baja
85-89 años,LIMA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,discriminacion baja
90-94 años,LIMA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,discriminacion baja
